==================================================
HEADER
File name: peer_-AA0001-oOSDLc0Z773X.log
Creation Date/Time: 2026-08-08 11:59:25
Last Modified Date/Time: 2026-08-08 12:04:15
==================================================
BODY
Event Type      | Date/Time            | Description
PING_SUCCESS    | 2026-08-08 12:03:51  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 15.73 ms
ANNOUNCE        | 2026-08-08 12:03:56  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 12:03:57  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 12:04:01  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 12:04:01  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_SUCCESS    | 2026-08-08 12:04:01  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 13.46 ms
HEARTBEAT_SYNC  | 2026-08-08 12:04:11  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 12:04:11  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_FAIL       | 2026-08-08 12:04:13  | [Heartbeat] Failed to ping 127.0.0.1:6881 - timed out
SHUTDOWN_INIT   | 2026-08-08 12:04:15  | Keyboard interrupt received. Deregistering from tracker.
