==================================================
HEADER
File name: peer_-AA0001-WL99b7svcXnQ.log
Creation Date/Time: 2026-08-08 12:56:35
Last Modified Date/Time: 2026-08-08 13:44:51
==================================================
BODY
Event Type      | Date/Time            | Description
MSG_RECV        | 2026-08-08 13:27:38  | Received Bitfield from 127.0.0.1:11717
ANNOUNCE        | 2026-08-08 13:27:59  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
NEW_PEER        | 2026-08-08 13:27:59  | [Transferring_These_Files/sample3.png] Discovered new peer 127.0.0.1:6883 from tracker update
HANDSHAKE_SEND  | 2026-08-08 13:27:59  | [Transferring_These_Files/sample3.png] Initiating handshake with 127.0.0.1:6883
HANDSHAKE_SUCCESS | 2026-08-08 13:27:59  | [Transferring_These_Files/sample3.png] Handshake successful with -AA0001-lyY8i2fmn47q
MSG_RECV        | 2026-08-08 13:27:59  | Received Bitfield from 127.0.0.1:6883
ANNOUNCE        | 2026-08-08 13:28:00  | [Transferring_These_Files] Sending periodic update to tracker...
NEW_PEER        | 2026-08-08 13:28:00  | [Transferring_These_Files] Discovered new peer 127.0.0.1:6883 from tracker update
HANDSHAKE_SEND  | 2026-08-08 13:28:00  | [Transferring_These_Files] Initiating handshake with 127.0.0.1:6883
HANDSHAKE_SUCCESS | 2026-08-08 13:28:00  | [Transferring_These_Files] Handshake successful with -AA0001-lyY8i2fmn47q
MSG_RECV        | 2026-08-08 13:28:00  | Received Bitfield from 127.0.0.1:6883
HEARTBEAT_SYNC  | 2026-08-08 13:28:01  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:28:01  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6883
PING_SUCCESS    | 2026-08-08 13:28:01  | [Heartbeat] Received PONG from 127.0.0.1:6883 | RTT: 24.01 ms
SHUTDOWN_INIT   | 2026-08-08 13:28:08  | Keyboard interrupt received. Deregistering from tracker.
PORT_BUSY       | 2026-08-08 13:28:09  | Port 6881 in use. Trying next...
LISTENER_START  | 2026-08-08 13:28:09  | Peer listening for direct connections on port 6882
PING_RECV       | 2026-08-08 13:28:10  | Received PING from ('127.0.0.1', 11748)
FILE_CHECK      | 2026-08-08 13:28:10  | Determined status as LEECHER for Transferring_These_Files/sample3.png
HANDSHAKE_SEND  | 2026-08-08 13:28:11  | [Transferring_These_Files/sample3.png] Initiating handshake with 127.0.0.1:6883
HANDSHAKE_SUCCESS | 2026-08-08 13:28:11  | [Transferring_These_Files/sample3.png] Handshake successful with -AA0001-lyY8i2fmn47q
MSG_RECV        | 2026-08-08 13:28:11  | Received Bitfield from 127.0.0.1:6883
FILE_CHECK      | 2026-08-08 13:28:11  | Determined status as LEECHER for Transferring_These_Files
HANDSHAKE_SEND  | 2026-08-08 13:28:11  | [Transferring_These_Files] Initiating handshake with 127.0.0.1:6883
HANDSHAKE_SUCCESS | 2026-08-08 13:28:12  | [Transferring_These_Files] Handshake successful with -AA0001-lyY8i2fmn47q
MSG_RECV        | 2026-08-08 13:28:12  | Received Bitfield from 127.0.0.1:6883
SYSTEM_READY    | 2026-08-08 13:28:12  | All torrent threads processed. Entering heartbeat loop.
SHUTDOWN_INIT   | 2026-08-08 13:28:16  | Keyboard interrupt received. Deregistering from tracker.
PORT_BUSY       | 2026-08-08 13:28:54  | Port 6881 in use. Trying next...
LISTENER_START  | 2026-08-08 13:28:54  | Peer listening for direct connections on port 6882
FILE_CHECK      | 2026-08-08 13:28:55  | Determined status as LEECHER for Transferring_These_Files/sample3.png
HANDSHAKE_SEND  | 2026-08-08 13:28:55  | [Transferring_These_Files/sample3.png] Initiating handshake with 127.0.0.1:6883
HANDSHAKE_SUCCESS | 2026-08-08 13:28:55  | [Transferring_These_Files/sample3.png] Handshake successful with -AA0001-lyY8i2fmn47q
MSG_RECV        | 2026-08-08 13:28:55  | Received Bitfield from 127.0.0.1:6883
FILE_CHECK      | 2026-08-08 13:28:56  | Determined status as LEECHER for Transferring_These_Files
HANDSHAKE_SEND  | 2026-08-08 13:28:56  | [Transferring_These_Files] Initiating handshake with 127.0.0.1:6883
HANDSHAKE_SUCCESS | 2026-08-08 13:28:56  | [Transferring_These_Files] Handshake successful with -AA0001-lyY8i2fmn47q
MSG_RECV        | 2026-08-08 13:28:56  | Received Bitfield from 127.0.0.1:6883
SYSTEM_READY    | 2026-08-08 13:28:57  | All torrent threads processed. Entering heartbeat loop.
SHUTDOWN_INIT   | 2026-08-08 13:28:59  | Keyboard interrupt received. Deregistering from tracker.
PORT_BUSY       | 2026-08-08 13:30:27  | Port 6881 in use. Trying next...
LISTENER_START  | 2026-08-08 13:30:27  | Peer listening for direct connections on port 6882
FILE_CHECK      | 2026-08-08 13:30:28  | Determined status as LEECHER for Transferring_These_Files/sample3.png
HANDSHAKE_SEND  | 2026-08-08 13:30:28  | [Transferring_These_Files/sample3.png] Initiating handshake with 127.0.0.1:6881
HANDSHAKE_SUCCESS | 2026-08-08 13:30:28  | [Transferring_These_Files/sample3.png] Handshake successful with -AA0001-lyY8i2fmn47q
MSG_RECV        | 2026-08-08 13:30:28  | Received Bitfield from 127.0.0.1:6881
FILE_CHECK      | 2026-08-08 13:30:29  | Determined status as LEECHER for Transferring_These_Files
HANDSHAKE_SEND  | 2026-08-08 13:30:29  | [Transferring_These_Files] Initiating handshake with 127.0.0.1:6881
HANDSHAKE_SUCCESS | 2026-08-08 13:30:29  | [Transferring_These_Files] Handshake successful with -AA0001-lyY8i2fmn47q
MSG_RECV        | 2026-08-08 13:30:29  | Received Bitfield from 127.0.0.1:6881
SYSTEM_READY    | 2026-08-08 13:30:30  | All torrent threads processed. Entering heartbeat loop.
SHUTDOWN_INIT   | 2026-08-08 13:30:42  | Keyboard interrupt received. Deregistering from tracker.
PORT_BUSY       | 2026-08-08 13:31:54  | Port 6881 in use. Trying next...
LISTENER_START  | 2026-08-08 13:31:54  | Peer listening for direct connections on port 6882
FILE_CHECK      | 2026-08-08 13:31:55  | Determined status as LEECHER for Transferring_These_Files/sample3.png
HANDSHAKE_SEND  | 2026-08-08 13:31:56  | [Transferring_These_Files/sample3.png] Initiating handshake with 127.0.0.1:6881
HANDSHAKE_SUCCESS | 2026-08-08 13:31:56  | [Transferring_These_Files/sample3.png] Handshake successful with -AA0001-lyY8i2fmn47q
MSG_RECV        | 2026-08-08 13:31:56  | Received Bitfield from 127.0.0.1:6881
FILE_CHECK      | 2026-08-08 13:31:56  | Determined status as LEECHER for Transferring_These_Files
HANDSHAKE_SEND  | 2026-08-08 13:31:57  | [Transferring_These_Files] Initiating handshake with 127.0.0.1:6881
HANDSHAKE_SUCCESS | 2026-08-08 13:31:57  | [Transferring_These_Files] Handshake successful with -AA0001-lyY8i2fmn47q
MSG_RECV        | 2026-08-08 13:31:57  | Received Bitfield from 127.0.0.1:6881
SYSTEM_READY    | 2026-08-08 13:31:57  | All torrent threads processed. Entering heartbeat loop.
HANDSHAKE_RECV  | 2026-08-08 13:32:16  | Handshake verified from -AA0001-lyY8i2fmn47q
MSG_RECV        | 2026-08-08 13:32:16  | Received Bitfield from 127.0.0.1:11877
HANDSHAKE_RECV  | 2026-08-08 13:32:17  | Handshake verified from -AA0001-lyY8i2fmn47q
MSG_RECV        | 2026-08-08 13:32:17  | Received Bitfield from 127.0.0.1:11879
PING_RECV       | 2026-08-08 13:32:18  | Received PING from ('127.0.0.1', 11882)
ANNOUNCE        | 2026-08-08 13:32:26  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:32:27  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:32:27  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:32:27  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_SUCCESS    | 2026-08-08 13:32:28  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 26.02 ms
PING_RECV       | 2026-08-08 13:32:48  | Received PING from ('127.0.0.1', 11896)
ANNOUNCE        | 2026-08-08 13:32:56  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:32:57  | [Transferring_These_Files] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:33:26  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:33:27  | [Transferring_These_Files] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:33:56  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:33:57  | [Transferring_These_Files] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:34:26  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:34:27  | [Transferring_These_Files] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:34:56  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:34:57  | [Transferring_These_Files] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:35:26  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:35:27  | [Transferring_These_Files] Sending periodic update to tracker...
PING_RECV       | 2026-08-08 13:35:35  | Received PING from ('127.0.0.1', 12002)
HEARTBEAT_SYNC  | 2026-08-08 13:35:38  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:35:38  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_SUCCESS    | 2026-08-08 13:35:38  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 12.59 ms
SHUTDOWN_INIT   | 2026-08-08 13:35:41  | Keyboard interrupt received. Deregistering from tracker.
PORT_BUSY       | 2026-08-08 13:35:57  | Port 6881 in use. Trying next...
LISTENER_START  | 2026-08-08 13:35:57  | Peer listening for direct connections on port 6882
FILE_CHECK      | 2026-08-08 13:35:58  | Determined status as LEECHER for Transferring_These_Files/sample3.png
HANDSHAKE_SEND  | 2026-08-08 13:35:58  | [Transferring_These_Files/sample3.png] Initiating handshake with 127.0.0.1:6881
HANDSHAKE_SUCCESS | 2026-08-08 13:35:58  | [Transferring_These_Files/sample3.png] Handshake successful with -AA0001-lyY8i2fmn47q
STATE_CHANGE    | 2026-08-08 13:35:58  | Sent INTERESTED to 127.0.0.1:6881
STATE_CHANGE    | 2026-08-08 13:35:58  | Unchoked by 127.0.0.1:6881. Download can start.
FILE_CHECK      | 2026-08-08 13:35:59  | Determined status as LEECHER for Transferring_These_Files
HANDSHAKE_SEND  | 2026-08-08 13:35:59  | [Transferring_These_Files] Initiating handshake with 127.0.0.1:6881
HANDSHAKE_SUCCESS | 2026-08-08 13:35:59  | [Transferring_These_Files] Handshake successful with -AA0001-lyY8i2fmn47q
STATE_CHANGE    | 2026-08-08 13:35:59  | Sent INTERESTED to 127.0.0.1:6881
SYSTEM_READY    | 2026-08-08 13:36:00  | All torrent threads processed. Entering heartbeat loop.
ANNOUNCE        | 2026-08-08 13:36:28  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:36:29  | [Transferring_These_Files] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:36:58  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:36:59  | [Transferring_These_Files] Sending periodic update to tracker...
HANDSHAKE_RECV  | 2026-08-08 13:37:28  | Handshake verified from -AA0001-lyY8i2fmn47q
HEARTBEAT_SYNC  | 2026-08-08 13:37:28  | Initiating periodic ping to 1 known peers
HANDSHAKE_RECV  | 2026-08-08 13:37:28  | Handshake verified from -AA0001-lyY8i2fmn47q
PING_SEND       | 2026-08-08 13:37:28  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_RECV       | 2026-08-08 13:37:28  | Received PING from ('127.0.0.1', 12032)
PING_SUCCESS    | 2026-08-08 13:37:28  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 12.00 ms
PING_RECV       | 2026-08-08 13:37:28  | Received PING from ('127.0.0.1', 12045)
PING_RECV       | 2026-08-08 13:37:28  | Received PING from ('127.0.0.1', 12069)
ANNOUNCE        | 2026-08-08 13:37:28  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:37:29  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:37:58  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:37:58  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_SUCCESS    | 2026-08-08 13:37:58  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 14.00 ms
ANNOUNCE        | 2026-08-08 13:37:58  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
PING_RECV       | 2026-08-08 13:37:58  | Received PING from ('127.0.0.1', 12091)
ANNOUNCE        | 2026-08-08 13:37:59  | [Transferring_These_Files] Sending periodic update to tracker...
SHUTDOWN_INIT   | 2026-08-08 13:38:01  | Keyboard interrupt received. Deregistering from tracker.
PORT_BUSY       | 2026-08-08 13:40:24  | Port 6881 in use. Trying next...
LISTENER_START  | 2026-08-08 13:40:24  | Peer listening for direct connections on port 6882
FILE_CHECK      | 2026-08-08 13:40:25  | Determined status as LEECHER for Transferring_These_Files/sample3.png
HANDSHAKE_SEND  | 2026-08-08 13:40:25  | [Transferring_These_Files/sample3.png] Initiating handshake with 127.0.0.1:6881
HANDSHAKE_SUCCESS | 2026-08-08 13:40:25  | [Transferring_These_Files/sample3.png] Handshake successful with -AA0001-lyY8i2fmn47q
STATE_CHANGE    | 2026-08-08 13:40:25  | Sent INTERESTED to 127.0.0.1:6881
STATE_CHANGE    | 2026-08-08 13:40:25  | Unchoked by 127.0.0.1:6881. Download can start.
FILE_CHECK      | 2026-08-08 13:40:26  | Determined status as LEECHER for Transferring_These_Files
HANDSHAKE_SEND  | 2026-08-08 13:40:26  | [Transferring_These_Files] Initiating handshake with 127.0.0.1:6881
HANDSHAKE_SUCCESS | 2026-08-08 13:40:26  | [Transferring_These_Files] Handshake successful with -AA0001-lyY8i2fmn47q
STATE_CHANGE    | 2026-08-08 13:40:26  | Sent INTERESTED to 127.0.0.1:6881
SYSTEM_READY    | 2026-08-08 13:40:27  | All torrent threads processed. Entering heartbeat loop.
HANDSHAKE_RECV  | 2026-08-08 13:40:34  | Handshake verified from -AA0001-lyY8i2fmn47q
STATE_CHANGE    | 2026-08-08 13:40:34  | Sent INTERESTED to 127.0.0.1:12160
STATE_CHANGE    | 2026-08-08 13:40:34  | Unchoked by 127.0.0.1:12160. Download can start.
HANDSHAKE_RECV  | 2026-08-08 13:40:35  | Handshake verified from -AA0001-lyY8i2fmn47q
STATE_CHANGE    | 2026-08-08 13:40:35  | Sent INTERESTED to 127.0.0.1:12162
PING_RECV       | 2026-08-08 13:40:36  | Received PING from ('127.0.0.1', 12163)
ANNOUNCE        | 2026-08-08 13:40:55  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:40:56  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:40:57  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:40:57  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_SUCCESS    | 2026-08-08 13:40:57  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 20.90 ms
PING_RECV       | 2026-08-08 13:41:06  | Received PING from ('127.0.0.1', 12177)
ANNOUNCE        | 2026-08-08 13:41:25  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:41:26  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:41:27  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:41:27  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_SUCCESS    | 2026-08-08 13:41:27  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 14.23 ms
PING_RECV       | 2026-08-08 13:41:36  | Received PING from ('127.0.0.1', 12199)
ANNOUNCE        | 2026-08-08 13:41:56  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:41:57  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:41:57  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:41:57  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_SUCCESS    | 2026-08-08 13:41:57  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 20.02 ms
PING_RECV       | 2026-08-08 13:42:06  | Received PING from ('127.0.0.1', 12209)
ANNOUNCE        | 2026-08-08 13:42:26  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:42:27  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:42:28  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:42:28  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_SUCCESS    | 2026-08-08 13:42:28  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 23.00 ms
PING_RECV       | 2026-08-08 13:42:36  | Received PING from ('127.0.0.1', 12227)
ANNOUNCE        | 2026-08-08 13:42:56  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:42:57  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:42:58  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:42:58  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_SUCCESS    | 2026-08-08 13:42:58  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 12.81 ms
PING_RECV       | 2026-08-08 13:43:06  | Received PING from ('127.0.0.1', 12251)
ANNOUNCE        | 2026-08-08 13:43:26  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:43:27  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:43:28  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:43:28  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_SUCCESS    | 2026-08-08 13:43:28  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 14.85 ms
PING_RECV       | 2026-08-08 13:43:36  | Received PING from ('127.0.0.1', 12289)
ANNOUNCE        | 2026-08-08 13:43:56  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:43:57  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:43:58  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:43:58  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_SUCCESS    | 2026-08-08 13:43:58  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 23.01 ms
PING_RECV       | 2026-08-08 13:44:06  | Received PING from ('127.0.0.1', 12306)
ANNOUNCE        | 2026-08-08 13:44:26  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 13:44:27  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 13:44:28  | Initiating periodic ping to 1 known peers
PING_SEND       | 2026-08-08 13:44:28  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_SUCCESS    | 2026-08-08 13:44:28  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 18.79 ms
PING_RECV       | 2026-08-08 13:44:36  | Received PING from ('127.0.0.1', 12317)
SHUTDOWN_INIT   | 2026-08-08 13:44:51  | Keyboard interrupt received. Deregistering from tracker.
