==================================================
HEADER
File name: peer_-AA0001-Klj4RZNXYos5.log
Creation Date/Time: 2026-08-08 12:07:17
Last Modified Date/Time: 2026-08-08 12:17:31
==================================================
BODY
Event Type      | Date/Time            | Description
ANNOUNCE        | 2026-08-08 12:14:51  | [Transferring_These_Files] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 12:14:52  | Initiating periodic ping to 2 known peers
PING_SEND       | 2026-08-08 12:14:52  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_SUCCESS    | 2026-08-08 12:14:52  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 18.03 ms
PING_SEND       | 2026-08-08 12:14:52  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
PING_SUCCESS    | 2026-08-08 12:14:52  | [Heartbeat] Received PONG from 127.0.0.1:6882 | RTT: 14.07 ms
PING_RECV       | 2026-08-08 12:15:00  | Received PING from ('127.0.0.1', 8478)
PING_RECV       | 2026-08-08 12:15:13  | Received PING from ('127.0.0.1', 8493)
ANNOUNCE        | 2026-08-08 12:15:20  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 12:15:21  | [Transferring_These_Files] Sending periodic update to tracker...
ERROR           | 2026-08-08 12:15:22  | [Transferring_These_Files/sample3.png] Periodic announce failed: <urlopen error [WinError 10061] No connection could be made because the target machine actively refused it>
HEARTBEAT_SYNC  | 2026-08-08 12:15:22  | Initiating periodic ping to 2 known peers
PING_SEND       | 2026-08-08 12:15:22  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_SUCCESS    | 2026-08-08 12:15:23  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 14.02 ms
PING_SEND       | 2026-08-08 12:15:23  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
PING_SUCCESS    | 2026-08-08 12:15:23  | [Heartbeat] Received PONG from 127.0.0.1:6882 | RTT: 12.99 ms
ERROR           | 2026-08-08 12:15:23  | [Transferring_These_Files] Periodic announce failed: <urlopen error [WinError 10061] No connection could be made because the target machine actively refused it>
PING_RECV       | 2026-08-08 12:15:30  | Received PING from ('127.0.0.1', 8509)
PING_RECV       | 2026-08-08 12:15:43  | Received PING from ('127.0.0.1', 8517)
ANNOUNCE        | 2026-08-08 12:15:52  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
HEARTBEAT_SYNC  | 2026-08-08 12:15:53  | Initiating periodic ping to 2 known peers
PING_SEND       | 2026-08-08 12:15:53  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_SUCCESS    | 2026-08-08 12:15:53  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 19.99 ms
PING_SEND       | 2026-08-08 12:15:53  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
PING_SUCCESS    | 2026-08-08 12:15:53  | [Heartbeat] Received PONG from 127.0.0.1:6882 | RTT: 12.03 ms
ANNOUNCE        | 2026-08-08 12:15:53  | [Transferring_These_Files] Sending periodic update to tracker...
ERROR           | 2026-08-08 12:15:54  | [Transferring_These_Files/sample3.png] Periodic announce failed: <urlopen error [WinError 10061] No connection could be made because the target machine actively refused it>
ERROR           | 2026-08-08 12:15:55  | [Transferring_These_Files] Periodic announce failed: <urlopen error [WinError 10061] No connection could be made because the target machine actively refused it>
PING_RECV       | 2026-08-08 12:16:00  | Received PING from ('127.0.0.1', 8527)
PING_RECV       | 2026-08-08 12:16:13  | Received PING from ('127.0.0.1', 8533)
HEARTBEAT_SYNC  | 2026-08-08 12:16:23  | Initiating periodic ping to 2 known peers
PING_SEND       | 2026-08-08 12:16:23  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_SUCCESS    | 2026-08-08 12:16:23  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 12.00 ms
PING_SEND       | 2026-08-08 12:16:23  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
PING_SUCCESS    | 2026-08-08 12:16:23  | [Heartbeat] Received PONG from 127.0.0.1:6882 | RTT: 13.07 ms
ANNOUNCE        | 2026-08-08 12:16:24  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 12:16:25  | [Transferring_These_Files] Sending periodic update to tracker...
ERROR           | 2026-08-08 12:16:26  | [Transferring_These_Files/sample3.png] Periodic announce failed: <urlopen error [WinError 10061] No connection could be made because the target machine actively refused it>
ERROR           | 2026-08-08 12:16:27  | [Transferring_These_Files] Periodic announce failed: <urlopen error [WinError 10061] No connection could be made because the target machine actively refused it>
PING_RECV       | 2026-08-08 12:16:30  | Received PING from ('127.0.0.1', 8548)
PING_RECV       | 2026-08-08 12:16:44  | Received PING from ('127.0.0.1', 8556)
HEARTBEAT_SYNC  | 2026-08-08 12:16:53  | Initiating periodic ping to 2 known peers
PING_SEND       | 2026-08-08 12:16:53  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6881
PING_SUCCESS    | 2026-08-08 12:16:53  | [Heartbeat] Received PONG from 127.0.0.1:6881 | RTT: 15.76 ms
PING_SEND       | 2026-08-08 12:16:53  | [Heartbeat] Attempting to ping peer at 127.0.0.1:6882
PING_SUCCESS    | 2026-08-08 12:16:53  | [Heartbeat] Received PONG from 127.0.0.1:6882 | RTT: 13.66 ms
ANNOUNCE        | 2026-08-08 12:16:56  | [Transferring_These_Files/sample3.png] Sending periodic update to tracker...
ANNOUNCE        | 2026-08-08 12:16:57  | [Transferring_These_Files] Sending periodic update to tracker...
